review_text,content_stem,review_rating,target
thank you shopee for having you in my layp 😂 beke nemen manalo pako ng voucher hehe labyu shopee,thank layp beke nemen manalo pako voucher hehe labyu,5,0
smooth transactions,smooth transact,5,0
from now on i will not use the app of shoppe again its because my order didnt arrive in that day and im keeping waiting but no one comes until now i didnt recieve yet.,use shopp order didnt arriv day im keep wait one come didnt reciev yet,1,1
i like this app,like,5,0
some sellers are telling that the product are durable/original which is none. you need to buy/select the product/items wisely. thanks shopee all i need/wants are here in shopee.,tell product durabl origin none need buy select product wise thank need want,5,0
very convenient and awesome deals,conveni awesom deal,5,0
big help in my business,big help busi,5,0
delivers the product fast and you can easily order. easy return process. tsm.,deliv product fast easili order easi return process tsm,5,0
#trusted,trust,5,0
ok sya fast delivery,ok sya fast deliveri,5,0
lowest price guarantee with free shipping nationwide.,lowest price guarante free ship nationwid,5,0
it's good.,good,5,0
glad so sad come on guys,glad sad come guy,5,0
ilove it.,ilov,5,0
"ang ganda po ng sandals, tama po lahat ng size sa mga anak ko. ang bilis din po ng pagdeliver. salamat po 😀😀😀😀😍😍😍",ganda po sandal tama po size anak bili po pagdeliv salamat po,5,0
mag lazada nalang po kayo...mahirap pong kausap ying courier nila which is shopee xpress...bad experience di na mauulit hayss,mag lazada nalang po kayo mahirap pong kausap ying courier xpress experi mauulit hayss,1,1
nakakatulong po especially pag walang mga stock dito samin,nakakatulong po especi pag stock samin,5,0
very convenient. hassle free 💯❤️,conveni hassl free,5,0
i do almost all of my online shopping from here.,almost onlin shop,5,0
sulit na sulit po ung pera na binayad ko sa halagang 129pesos 3 items ang na avail ko 😍😍😊😊😊,sulit sulit po ung pera binayad halagang peso avail,5,0
really convient app,realli convient,5,0
lmao. 254 no free shipping for cod c'mon.,lmao free ship cod c mon,1,1
"this app is a scam, will confirm that your order is for delivery and you'll be surprised they will automatically cancelled the delivery for the reason that it is lost. just like that. 😤😤😤😤😤😤😤😤😤😤",scam confirm order deliveri surpris automat cancel deliveri reason lost like,1,1
always easy to shop.worth shopping app.keep it up,alway easi shop worth shop keep,5,0
tsk,tsk,1,1
unexpected error always occur! my shopee account keeps on logging out and when i checked out some items error will display. what a waste of time..,unexpect error alway occur account keep log check error display wast time,3,1
hike be a she gets better what she she she when he saw she had shared what a again we agreed what what when he was what we show what's a what s what what are you doing today my friend who has a good day to be over with your family and friends are going out of town for a few days.,hike get better saw share agre show today friend good day famili friend go town day,5,0
super love this app. eversince.,super love eversinc,5,0
its a good and trusted online shopping,good trust onlin shop,5,0
good and nice,good nice,5,0
good to great,good great,5,0
the app is so slow can you fix it . its so unresponsive and has a delay when pressing buttons. mas okay pa ung app ng lazada resposive at mabilis..,slow fix unrespons delay press button ma okay ung lazada respos mabili,1,1
i like this app. but there's a time that it keeps saying connecting. but i like the performance though 🙂,like time keep say connect like perform though,5,0
very accommodating and always too excited in shopping..,accommod alway excit shop,5,0
very good service,good servic,5,0
dis appointed diko ma gamit shoppee spylater ko at sploan lageng rejected pero na approved ako ng amount. diko ma gets.,di appoint diko gamit spylat sploan lageng reject approv amount diko get,5,0
"i rated 5 star, hoping hindi na log nyong apps, para balik business na ako",rate star hope log nyong app balik busi,5,0
super ganda,super ganda,5,0
"i can't ""log in"" in the app using my phone number",log use phone number,1,1
"why cant i order.i have to pay but it d0esnt resp0nse.why!its bcause its 
free shpping!does it have a time limit for ths!ths make me angry!i thought 
ths app is g00d.",cant order pay esnt resp nse bcaus free shpping time limit th th make angri thought th g,1,1
"the app is so buggy. whenever i search for products, it returns me to home page.",buggi whenev search product return home page,1,1
"all shopee items are best in quality and affoddable as well, on time deliveries, no hassle at all my granddaughter and my family considered shopee is the best. congratulations to all shopee custimers, and to all riders of shoppee, take care always.",best qualiti affodd well time deliveri hassl granddaught famili consid best congratul custim rider take care alway,5,0
mabilis ang deliver. ..ok naman ang product..thank you shoppe and sanagdeliver..☺️☺️☺️,mabili deliv ok product thank shopp sanagdeliv,5,0
shoppe can relieve my stress,shopp reliev stress,5,0
"i really like shopee ,i v been using this for online for anything i want to buy.it so easy to find .thank you shopee",realli like v use onlin anyth want buy easi find thank,5,0
andaya na sa voucher himdi na makatarunugan inantay ko yung voucher ng payday sale kaso hindi naman gumagana nag shopee pay rin ako para sure pero wala rin yung pag aantay ko,andaya voucher himdi makatarunugan inantay voucher payday sale kaso gumagana nag pay rin sure wala rin pag aantay,1,1
amazing for shopping for items,amaz shop,5,0
very helpful. di muna kylangang lumabas. kaya lng sana ung mga suplayer na iba na bugos sana mabigyan ng action.,help muna kylangang lumaba lng sana ung suplay bugo sana mabigyan action,5,0
"great app for online shopping. so far, haven't had any issues with any sellers and their cs reps are very accommodating. just a suggestion, rating for the product and courier/shipping should be separated as most of the time the issue is the courier company. also, shopee shouldn't let buyers paced an order if the billing address fields are not completely filled out. make these fields required esp. the last name and house number.",great onlin shop far issu cs rep accommod suggest rate product courier ship separ time issu courier compani also let buyer pace order bill address field complet fill make field requir esp last name hous number,4,0
laging cut ang live stream and wla valid reason. hnd dn nasosolve ang problem ng shopee agent. nag sususpend khit hnd maaus n reason. lost. time specially s live stream,lage cut live stream wla valid reason hnd dn nasosolv problem agent nag sususpend khit hnd maau n reason lost time special live stream,1,1
maybe it's he so beauty appss,mayb beauti appss,4,0
convenient easy to use thank you,conveni easi use thank,5,0
well package and alam namin na tama yung nadedeliver samin.. nakakasatisfied.. and of course less effort na bumili.. 👍👍👍,well packag alam tama nadedeliv samin nakakasatisfi cours less effort bumili,5,0
shopping within my reach. :),shop within reach,5,0
"i want to order again pero bakit pag nasa payment option na ako, bakit 
palaging"" msg_size_limit_exceeded_ph.."" hays.help namn po.",want order pag nasa payment option palag msg size limit exceed ph hay help namn po,3,1
ok alang problem sa mga order in good condition at madaling dumating,ok alang problem order good condit madal dumat,5,0
"it is so convinient , love it ..",convini love,5,0
i really enjoy using this app but please give us more free shipping vouchers and please pretty please bring back the max.coins to 500coins in the 20%cashback voucher 😊,realli enjoy use pleas give us free ship voucher pleas pretti pleas bring back max coin coin cashback voucher,2,1
so irritating,irrit,1,1
pangit ng customer service niyo. paki ayos naman.,pangit custom servic niyo paki ayo,1,1
easy to order ..,easi order,5,0
very convenient to use ..,conveni use,4,0
nice item...,nice,5,0
convenient and efficient.,conveni effici,5,0
i give five star it's amazing and i enjoy shopping at shopee,give five star amaz enjoy shop,5,0
great.. ur seller,great ur,5,0
i love this app..,love,5,0
nice shopping at shoppee.... its depends on the seller.,nice shop depend,5,0
super enjoy,super enjoy,5,0
impressive,impress,5,0
very much satisfied,much satisfi,5,0
fastest and easiest online shopping app !,fastest easiest onlin shop,5,0
"overall, shopee serves its purpose. it's just that i've been seeing sellers that are giving suspicous low prices and turns out that it was a scam. i hope shopee can have approval process for the sellers, for us buyers to be sure that we won't be scammed.",overal serv purpos see give suspic low price turn scam hope approv process us buyer sure scam,4,0
